NAME,GSS_CODE,HECTARES,NONLD_AREA,LB_GSS_CD,BOROUGH,POLY_ID,road_lengt,road_count,len_dens,road_dens,traffic_am,traf_dens,junc_amt,junc_dens,sumjunc_co,buff_dens,transit_am,trans_dens,tree_cnt,tree_dens,bkjnc_amt,bkjnc_dens,acc_amt,acc_dens
Tottenham Green,E05000280,135.966,0.000,E09000014,Haringey,117133,23516.440228190400376,331.000000000000000,172.9582,2.4344,113696,836.2091,164,1.2062,497.0000000000000000,3.6553,49,0.3604,25,0.1839,25,0.1839,87,0.6399
West Green,E05000282,139.911,0.000,E09000014,Haringey,50591,19477.607011981264804,211.000000000000000,139.2143,1.5081,40050,286.2534,103,0.7362,295.0000000000000000,2.1085,31,0.2216,24,0.1715,7,0.0500,40,0.2859
Tottenham Hale,E05000281,191.189,0.000,E09000014,Haringey,50694,25355.588792232301785,310.000000000000000,132.6205,1.6214,73405,383.9395,150,0.7846,369.0000000000000000,1.9300,71,0.3714,32,0.1674,30,0.1569,45,0.2354
White Hart Lane,E05000283,169.885,0.000,E09000014,Haringey,50597,26436.097065521676996,341.000000000000000,155.6117,2.0072,93173,548.4475,189,1.1125,479.0000000000000000,2.8196,36,0.2119,261,1.5363,31,0.1825,45,0.2649
Bruce Grove,E05000268,93.658,0.000,E09000014,Haringey,50589,16910.570517129755899,206.000000000000000,180.5566,2.1995,65839,702.9725,100,1.0677,329.0000000000000000,3.5128,33,0.3523,6,0.0641,2,0.0214,84,0.8969
Northumberland Park,E05000276,188.802,0.000,E09000014,Haringey,117134,23772.469635712204763,310.000000000000000,125.9122,1.6419,66013,349.6414,150,0.7945,363.0000000000000000,1.9226,28,0.1483,0,0.0000,8,0.0424,80,0.4237
Royal Docks,E05000491,473.052,142.283,E09000025,Newham,116821,28628.443492308932036,327.000000000000000,60.5186,0.6913,47729,100.8959,163,0.3446,381.0000000000000000,0.8054,65,0.1374,1470,3.1075,14,0.0296,21,0.0444
Canning Town North,E05000477,252.085,6.136,E09000025,Newham,116825,34128.352042692771647,411.000000000000000,135.3843,1.6304,148587,589.4321,214,0.8489,542.0000000000000000,2.1501,63,0.2499,2104,8.3464,13,0.0516,48,0.1904
Beckton,E05000475,625.188,70.665,E09000025,Newham,51352,65325.435345673533448,747.000000000000000,104.4893,1.1948,72063,115.2661,393,0.6286,1065.0000000000000000,1.7035,82,0.1312,2578,4.1236,49,0.0784,76,0.1216
East Ham South,E05000482,180.899,1.742,E09000025,Newham,50805,24949.086443435338879,280.000000000000000,137.9172,1.5478,387987,2144.7714,151,0.8347,388.0000000000000000,2.1448,33,0.1824,1973,10.9066,12,0.0663,68,0.3759
Stratford and New Town,E05000492,423.497,4.518,E09000025,Newham,116822,48752.811104286316549,564.000000000000000,115.1196,1.3318,176856,417.6086,294,0.6942,825.0000000000000000,1.9481,114,0.2692,1296,3.0602,47,0.1110,103,0.2432
Canning Town South,E05000478,180.875,12.292,E09000025,Newham,116823,28646.628682521397423,397.000000000000000,158.3780,2.1949,152335,842.2115,203,1.1223,615.0000000000000000,3.4001,65,0.3594,1294,7.1541,16,0.0885,61,0.3372
Custom House,E05000479,206.344,0.000,E09000025,Newham,116824,28597.282268619921524,346.000000000000000,138.5903,1.6768,41841,202.7730,166,0.8045,494.0000000000000000,2.3941,46,0.2229,2504,12.1351,27,0.1308,49,0.2375
Plaistow South,E05000490,138.452,0.000,E09000025,Newham,116829,25103.948964223567600,333.000000000000000,181.3188,2.4052,40456,292.2024,172,1.2423,528.0000000000000000,3.8136,31,0.2239,1424,10.2852,9,0.0650,47,0.3395
West Ham,E05000494,133.700,0.000,E09000025,Newham,116828,20294.117535330271494,258.000000000000000,151.7885,1.9297,15918,119.0576,130,0.9723,319.0000000000000000,2.3859,31,0.2319,1552,11.6081,3,0.0224,41,0.3067
Plaistow North,E05000489,98.418,0.000,E09000025,Newham,50738,17962.233664587460225,245.000000000000000,182.5096,2.4894,20501,208.3054,123,1.2498,324.0000000000000000,3.2921,20,0.2032,1247,12.6704,1,0.0102,22,0.2235
Forest Gate South,E05000484,119.201,0.000,E09000025,Newham,51318,19523.252118165986758,225.000000000000000,163.7843,1.8876,14686,123.2037,111,0.9312,317.0000000000000000,2.6594,22,0.1846,933,7.8271,3,0.0252,53,0.4446
Boleyn,E05000476,91.718,0.000,E09000025,Newham,51362,17113.183741210246808,216.000000000000000,186.5848,2.3550,0,0.0000,109,1.1884,278.0000000000000000,3.0310,14,0.1526,1458,15.8966,3,0.0327,27,0.2944
East Ham Central,E05000480,103.197,0.000,E09000025,Newham,51357,17998.810290819674265,218.000000000000000,174.4121,2.1125,40222,389.7594,113,1.0950,290.0000000000000000,2.8102,27,0.2616,1465,14.1961,3,0.0291,55,0.5330
Green Street West,E05000486,80.195,0.000,E09000025,Newham,116826,14440.160820327764668,173.000000000000000,180.0631,2.1572,13689,170.6964,89,1.1098,231.0000000000000000,2.8805,24,0.2993,746,9.3023,0,0.0000,32,0.3990
Green Street East,E05000485,74.631,0.000,E09000025,Newham,116827,13976.678652427346606,162.000000000000000,187.2771,2.1707,315,4.2208,82,1.0987,262.0000000000000000,3.5106,20,0.2680,874,11.7110,1,0.0134,24,0.3216
East Ham North,E05000481,90.464,0.000,E09000025,Newham,51355,13342.939622090927514,129.000000000000000,147.4945,1.4260,14896,164.6622,64,0.7075,163.0000000000000000,1.8018,27,0.2985,1152,12.7343,1,0.0111,31,0.3427
Wall End,E05000493,137.675,0.000,E09000025,Newham,51277,19632.396857301206182,192.000000000000000,142.5996,1.3946,126651,919.9274,98,0.7118,254.0000000000000000,1.8449,11,0.0799,1203,8.7380,10,0.0726,36,0.2615
Forest Gate North,E05000483,124.768,0.000,E09000025,Newham,51316,22163.811574314477184,267.000000000000000,177.6402,2.1400,21366,171.2458,144,1.1541,291.0000000000000000,2.3323,21,0.1683,1448,11.6055,6,0.0481,11,0.0882
Manor Park,E05000488,133.487,0.000,E09000025,Newham,51359,19651.556306684393348,197.000000000000000,147.2170,1.4758,50773,380.3591,98,0.7342,252.0000000000000000,1.8878,23,0.1723,961,7.1992,1,0.0075,42,0.3146
Little Ilford,E05000487,189.961,0.000,E09000025,Newham,51356,30814.928501347818383,328.000000000000000,162.2171,1.7267,177376,933.7496,181,0.9528,435.0000000000000000,2.2899,13,0.0684,1767,9.3019,16,0.0842,47,0.2474
Gascoigne,E05000032,113.874,4.906,E09000002,Barking and Dagenham,51280,15863.705795658081115,190.000000000000000,139.3093,1.6685,149174,1309.9917,89,0.7816,348.0000000000000000,3.0560,15,0.1317,611,5.3656,25,0.2195,37,0.3249
Thames,E05000039,788.848,120.125,E09000002,Barking and Dagenham,117012,52713.069625630880182,474.000000000000000,66.8228,0.6009,169634,215.0402,246,0.3118,529.0000000000000000,0.6706,80,0.1014,745,0.9444,59,0.0748,108,0.1369
River,E05000038,354.369,41.464,E09000002,Barking and Dagenham,117013,26172.116630562188220,225.000000000000000,73.8555,0.6349,13151,37.1110,105,0.2963,217.0000000000000000,0.6124,33,0.0931,343,0.9679,14,0.0395,27,0.0762
Village,E05000041,214.748,0.000,E09000002,Barking and Dagenham,50858,20022.216117609321373,248.000000000000000,93.2359,1.1548,0,0.0000,123,0.5728,268.0000000000000000,1.2480,23,0.1071,656,3.0547,15,0.0698,19,0.0885
Abbey,E05000026,128.292,2.655,E09000002,Barking and Dagenham,51353,19427.796297322085593,250.000000000000000,151.4342,1.9487,67054,522.6670,133,1.0367,346.0000000000000000,2.6970,40,0.3118,1086,8.4651,42,0.3274,41,0.3196
Longbridge,E05000035,164.530,0.000,E09000002,Barking and Dagenham,51279,23784.636769957040087,215.000000000000000,144.5611,1.3068,23277,141.4757,113,0.6868,264.0000000000000000,1.6046,18,0.1094,2756,16.7507,6,0.0365,23,0.1398
Eastbury,E05000031,143.921,0.000,E09000002,Barking and Dagenham,51278,20823.771209499314864,218.000000000000000,144.6889,1.5147,0,0.0000,108,0.7504,222.0000000000000000,1.5425,19,0.1320,1403,9.7484,15,0.1042,38,0.2640
Goresbrook,E05000033,127.782,0.000,E09000002,Barking and Dagenham,117016,16564.852223843525280,174.000000000000000,129.6337,1.3617,20874,163.3563,89,0.6965,196.0000000000000000,1.5339,10,0.0783,551,4.3120,9,0.0704,9,0.0704
Mayesbrook,E05000036,185.642,0.000,E09000002,Barking and Dagenham,117015,17728.314682464504585,179.000000000000000,95.4973,0.9642,18237,98.2375,99,0.5333,197.0000000000000000,1.0612,21,0.1131,1250,6.7334,5,0.0269,27,0.1454
Becontree,E05000028,128.809,0.000,E09000002,Barking and Dagenham,117018,21453.584946547969594,252.000000000000000,166.5535,1.9564,15357,119.2230,130,1.0092,283.0000000000000000,2.1971,22,0.1708,507,3.9361,1,0.0078,28,0.2174
Alibon,E05000027,136.442,0.000,E09000002,Barking and Dagenham,117020,17345.800832344244554,160.000000000000000,127.1295,1.1727,13796,101.1126,80,0.5863,157.0000000000000000,1.1507,26,0.1906,598,4.3828,4,0.0293,21,0.1539
Valence,E05000040,129.284,0.000,E09000002,Barking and Dagenham,117019,18849.704989664685854,223.000000000000000,145.8008,1.7249,13353,103.2842,110,0.8508,249.0000000000000000,1.9260,18,0.1392,840,6.4973,0,0.0000,29,0.2243
Heath,E05000034,200.128,0.000,E09000002,Barking and Dagenham,117021,23735.486247231528978,281.000000000000000,118.6015,1.4041,71740,358.4706,145,0.7245,440.0000000000000000,2.1986,31,0.1549,1644,8.2147,14,0.0700,19,0.0949
Whalebone,E05000042,155.399,0.000,E09000002,Barking and Dagenham,117022,23429.282174654810660,308.000000000000000,150.7686,1.9820,45554,293.1422,151,0.9717,354.0000000000000000,2.2780,20,0.1287,495,3.1853,2,0.0129,22,0.1416
Eastbrook,E05000030,345.060,0.000,E09000002,Barking and Dagenham,50856,27838.339640425398102,291.000000000000000,80.6768,0.8433,22145,64.1772,148,0.4289,296.0000000000000000,0.8578,35,0.1014,681,1.9736,18,0.0522,16,0.0464
Chadwell Heath,E05000029,338.422,0.000,E09000002,Barking and Dagenham,117014,28356.942169855065004,315.000000000000000,83.7917,0.9308,193962,573.1365,168,0.4964,406.0000000000000000,1.1997,27,0.0798,1515,4.4767,18,0.0532,33,0.0975
Parsloes,E05000037,124.384,0.000,E09000002,Barking and Dagenham,117017,16001.148289130691410,174.000000000000000,128.6431,1.3989,16863,135.5721,84,0.6753,206.0000000000000000,1.6562,18,0.1447,659,5.2981,5,0.0402,16,0.1286
Castle Baynard,E05000010,36.065,6.700,E09000001,City of London,122502,7219.560615714601227,137.000000000000000,200.1819,3.7987,149023,4132.0671,62,1.7191,218.0000000000000000,6.0446,26,0.7209,161,4.4642,2,0.0555,41,1.1368
Farringdon Without,E05000018,34.348,2.271,E09000001,City of London,122517,5711.987432086997615,105.000000000000000,166.2975,3.0569,62230,1811.7503,42,1.2228,228.0000000000000000,6.6379,19,0.5532,100,2.9114,4,0.1165,28,0.8152
Farringdon Within,E05000017,23.152,0.000,E09000001,City of London,122518,5074.492387912973754,109.000000000000000,219.1816,4.7080,71804,3101.4167,46,1.9869,216.0000000000000000,9.3296,24,1.0366,63,2.7211,3,0.1296,27,1.1662
Cripplegate,E05000015,14.545,0.000,E09000001,City of London,122522,2168.416055609797695,52.000000000000000,149.0833,3.5751,0,0.0000,21,1.4438,105.0000000000000000,7.2190,4,0.2750,177,12.1691,0,0.0000,4,0.2750
Langbourn,E05000019,5.633,0.000,E09000001,City of London,122513,1336.207056662291052,37.000000000000000,237.2106,6.5684,0,0.0000,13,2.3078,104.0000000000000000,18.4626,16,2.8404,1,0.1775,0,0.0000,0,0.0000
Tower,E05000023,19.734,0.679,E09000001,City of London,122515,4073.965376561988705,86.000000000000000,206.4440,4.3580,39478,2000.5067,34,1.7229,194.0000000000000000,9.8307,18,0.9121,75,3.8005,10,0.5067,20,1.0135
Bishopsgate,E05000005,25.271,0.000,E09000001,City of London,50670,3795.305209126653153,81.000000000000000,150.1842,3.2053,62117,2458.0349,32,1.2663,146.0000000000000000,5.7774,28,1.1080,63,2.4930,1,0.0396,23,0.9101
Queenhithe,E05000022,7.954,3.570,E09000001,City of London,51176,1405.701085537750487,34.000000000000000,176.7288,4.2746,40141,5046.6432,13,1.6344,79.0000000000000000,9.9321,4,0.5029,32,4.0231,0,0.0000,1,0.1257
Vintry,E05000024,9.211,2.396,E09000001,City of London,122510,1804.844782700833093,49.000000000000000,195.9445,5.3197,7189,780.4799,20,2.1713,141.0000000000000000,15.3078,6,0.6514,16,1.7371,2,0.2171,16,1.7371
Cordwainer,E05000013,6.072,0.000,E09000001,City of London,122507,1495.165430147034158,36.000000000000000,246.2394,5.9289,0,0.0000,14,2.3057,109.0000000000000000,17.9513,14,2.3057,19,3.1291,0,0.0000,5,0.8235
Bread Street,E05000006,9.712,0.000,E09000001,City of London,122504,1618.500920069446011,35.000000000000000,166.6496,3.6038,0,0.0000,15,1.5445,145.0000000000000000,14.9300,13,1.3386,159,16.3715,2,0.2059,14,1.4415
Cheap,E05000011,8.908,0.000,E09000001,City of London,122503,2344.347133122856576,50.000000000000000,263.1732,5.6129,0,0.0000,24,2.6942,114.0000000000000000,12.7975,6,0.6736,32,3.5923,0,0.0000,3,0.3368
Bassishaw,E05000003,10.031,0.000,E09000001,City of London,122519,1700.822956656099223,23.000000000000000,169.5567,2.2929,17986,1793.0416,8,0.7975,61.0000000000000000,6.0811,1,0.0997,107,10.6669,2,0.1994,1,0.0997
Aldersgate,E05000001,8.636,0.000,E09000001,City of London,122521,1344.823604098029136,29.000000000000000,155.7230,3.3580,27133,3141.8481,12,1.3895,87.0000000000000000,10.0741,5,0.5790,140,16.2112,1,0.1158,9,1.0421
Dowgate,E05000016,9.573,2.545,E09000001,City of London,122509,1496.585689325663452,32.000000000000000,156.3340,3.3427,46277,4834.1168,11,1.1491,64.0000000000000000,6.6855,8,0.8357,28,2.9249,0,0.0000,9,0.9401
Bridge,E05000007,9.419,2.414,E09000001,City of London,122506,1690.078706771369525,33.000000000000000,179.4329,3.5036,80205,8515.2352,12,1.2740,68.0000000000000000,7.2195,6,0.6370,8,0.8493,0,0.0000,9,0.9555
Billingsgate,E05000004,12.163,3.973,E09000001,City of London,122512,1440.041680326116648,30.000000000000000,118.3953,2.4665,48811,4013.0724,12,0.9866,41.0000000000000000,3.3709,1,0.0822,34,2.7954,3,0.2466,1,0.0822
Walbrook,E05000025,7.152,0.000,E09000001,City of London,122511,1568.416357766556303,41.000000000000000,219.2976,5.7327,0,0.0000,17,2.3770,105.0000000000000000,14.6812,23,3.2159,2,0.2796,0,0.0000,9,1.2584
Cornhill,E05000014,6.478,0.000,E09000001,City of London,122508,1382.047177798111989,35.000000000000000,213.3447,5.4029,0,0.0000,11,1.6981,69.0000000000000000,10.6514,13,2.0068,14,2.1612,0,0.0000,9,1.3893
Lime Street,E05000020,5.512,0.000,E09000001,City of London,122514,976.466097218851701,27.000000000000000,177.1528,4.8984,0,0.0000,8,1.4514,46.0000000000000000,8.3454,4,0.7257,6,1.0885,0,0.0000,0,0.0000
Aldgate,E05000002,11.227,0.000,E09000001,City of London,51182,2673.818193622118997,61.000000000000000,238.1596,5.4333,14105,1256.3463,27,2.4049,77.0000000000000000,6.8585,7,0.6235,6,0.5344,5,0.4454,6,0.5344
Broad Street,E05000008,8.188,0.000,E09000001,City of London,50669,1543.200557892760571,34.000000000000000,188.4710,4.1524,17578,2146.8002,12,1.4656,72.0000000000000000,8.7934,4,0.4885,11,1.3434,0,0.0000,6,0.7328
Coleman Street,E05000012,15.404,0.000,E09000001,City of London,122520,3041.404178790480273,57.000000000000000,197.4425,3.7003,15043,976.5645,21,1.3633,85.0000000000000000,5.5180,23,1.4931,43,2.7915,5,0.3246,11,0.7141
Portsoken,E05000021,6.209,0.000,E09000001,City of London,122516,1028.588937395045832,28.000000000000000,165.6610,4.5096,45051,7255.7578,9,1.4495,69.0000000000000000,11.1129,14,2.2548,64,10.3076,0,0.0000,3,0.4832
Candlewick,E05000009,4.346,0.000,E09000001,City of London,122505,1376.357430334483297,47.000000000000000,316.6952,10.8145,46601,10722.7335,21,4.8320,137.0000000000000000,31.5232,12,2.7612,0,0.0000,0,0.0000,14,3.2214
